"method","arm","level","sample_size","effect_size","truth","predicted","n"
"mrpc","CSq","model",150,"all","M2","Failed",0
"mrpc","CSq","model",150,"all","M3","Failed",0
"mrpc","CSq","model",150,"all","M4","Failed",0
"mrpc","CSq","edge",150,"all","M0","T1 - T2 Edge Absent",36
"mrpc","CSq","edge",150,"all","M1","T1 - T2 Edge Absent",4
"mrpc","CSq","edge",150,"all","M2","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",150,"all","M3","T1 - T2 Edge Absent",35
"mrpc","CSq","edge",150,"all","M4","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",150,"all","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"all","M1","T1 - T2 Edge Present",21
"mrpc","CSq","edge",150,"all","M2","T1 - T2 Edge Present",18
"mrpc","CSq","edge",150,"all","M3","T1 - T2 Edge Present",3
"mrpc","CSq","edge",150,"all","M4","T1 - T2 Edge Present",35
"mrpc","CSq","edge",150,"all","M0","Other",24
"mrpc","CSq","edge",150,"all","M1","Other",35
"mrpc","CSq","edge",150,"all","M2","Other",37
"mrpc","CSq","edge",150,"all","M3","Other",22
"mrpc","CSq","edge",150,"all","M4","Other",20
"mrpc","CSq","edge",150,"all","M0","Failed",0
"mrpc","CSq","edge",150,"all","M1","Failed",0
"mrpc","CSq","edge",150,"all","M2","Failed",0
"mrpc","CSq","edge",150,"all","M3","Failed",0
"mrpc","CSq","edge",150,"all","M4","Failed",0
"mrpc","CSq","model",150,"small","M0","M0",0
"mrpc","CSq","model",150,"small","M1","M0",3
"mrpc","CSq","model",150,"small","M2","M0",0
"mrpc","CSq","model",150,"small","M3","M0",2
"mrpc","CSq","model",150,"small","M4","M0",2
"mrpc","CSq","model",150,"small","M0","M1",0
"mrpc","CSq","model",150,"small","M1","M1",0
"mrpc","CSq","model",150,"small","M2","M1",0
"mrpc","CSq","model",150,"small","M3","M1",0
"mrpc","CSq","model",150,"small","M4","M1",1
"mrpc","CSq","model",150,"small","M0","M2",0
"mrpc","CSq","model",150,"small","M1","M2",0
"mrpc","CSq","model",150,"small","M2","M2",0
"mrpc","CSq","model",150,"small","M3","M2",0
"mrpc","CSq","model",150,"small","M4","M2",1
"mrpc","CSq","model",150,"small","M0","M3",0
"mrpc","CSq","model",150,"small","M1","M3",0
"mrpc","CSq","model",150,"small","M2","M3",0
"mrpc","CSq","model",150,"small","M3","M3",1
"mrpc","CSq","model",150,"small","M4","M3",1
"mrpc","CSq","model",150,"small","M0","M4",0
"mrpc","CSq","model",150,"small","M1","M4",0
"mrpc","CSq","model",150,"small","M2","M4",0
"mrpc","CSq","model",150,"small","M3","M4",0
"mrpc","CSq","model",150,"small","M4","M4",0
"mrpc","CSq","model",150,"small","M0","Other",20
"mrpc","CSq","model",150,"small","M1","Other",17
"mrpc","CSq","model",150,"small","M2","Other",20
"mrpc","CSq","model",150,"small","M3","Other",17
"mrpc","CSq","model",150,"small","M4","Other",15
"mrpc","CSq","model",150,"small","M0","Failed",0
"mrpc","CSq","model",150,"small","M1","Failed",0
"mrpc","CSq","model",150,"small","M2","Failed",0
"mrpc","CSq","model",150,"small","M3","Failed",0
"mrpc","CSq","model",150,"small","M4","Failed",0
"mrpc","CSq","edge",150,"small","M0","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",150,"small","M1","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",150,"small","M2","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",150,"small","M3","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",150,"small","M4","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",150,"small","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"small","M1","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"small","M2","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"small","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"small","M4","T1 - T2 Edge Present",2
"mrpc","CSq","edge",150,"small","M0","Other",20
"mrpc","CSq","edge",150,"small","M1","Other",17
"mrpc","CSq","edge",150,"small","M2","Other",20
"mrpc","CSq","edge",150,"small","M3","Other",17
"mrpc","CSq","edge",150,"small","M4","Other",15
"mrpc","CSq","edge",150,"small","M0","Failed",0
"mrpc","CSq","edge",150,"small","M1","Failed",0
"mrpc","CSq","edge",150,"small","M2","Failed",0
"mrpc","CSq","edge",150,"small","M3","Failed",0
"mrpc","CSq","edge",150,"small","M4","Failed",0
"mrpc","CSq","model",150,"medium","M0","M0",16
"mrpc","CSq","model",150,"medium","M1","M0",1
"mrpc","CSq","model",150,"medium","M2","M0",3
"mrpc","CSq","model",150,"medium","M3","M0",3
"mrpc","CSq","model",150,"medium","M4","M0",0
"mrpc","CSq","model",150,"medium","M0","M1",0
"mrpc","CSq","model",150,"medium","M1","M1",2
"mrpc","CSq","model",150,"medium","M2","M1",0
"mrpc","CSq","model",150,"medium","M3","M1",0
"mrpc","CSq","model",150,"medium","M4","M1",8
"mrpc","CSq","model",150,"medium","M0","M2",0
"mrpc","CSq","model",150,"medium","M1","M2",3
"mrpc","CSq","model",150,"medium","M2","M2",4
"mrpc","CSq","model",150,"medium","M3","M2",0
"mrpc","CSq","model",150,"medium","M4","M2",1
"mrpc","CSq","model",150,"medium","M0","M3",0
"mrpc","CSq","model",150,"medium","M1","M3",0
"mrpc","CSq","model",150,"medium","M2","M3",0
"mrpc","CSq","model",150,"medium","M3","M3",12
"mrpc","CSq","model",150,"medium","M4","M3",2
"mrpc","CSq","model",150,"medium","M0","M4",0
"mrpc","CSq","model",150,"medium","M1","M4",0
"mrpc","CSq","model",150,"medium","M2","M4",0
"mrpc","CSq","model",150,"medium","M3","M4",0
"mrpc","CSq","model",150,"medium","M4","M4",6
"mrpc","CSq","model",150,"medium","M0","Other",4
"mrpc","CSq","model",150,"medium","M1","Other",14
"mrpc","CSq","model",150,"medium","M2","Other",13
"mrpc","CSq","model",150,"medium","M3","Other",5
"mrpc","CSq","model",150,"medium","M4","Other",3
"mrpc","CSq","model",150,"medium","M0","Failed",0
"mrpc","CSq","model",150,"medium","M1","Failed",0
"mrpc","CSq","model",150,"medium","M2","Failed",0
"mrpc","CSq","model",150,"medium","M3","Failed",0
"mrpc","CSq","model",150,"medium","M4","Failed",0
"mrpc","CSq","edge",150,"medium","M0","T1 - T2 Edge Absent",16
"mrpc","CSq","edge",150,"medium","M1","T1 - T2 Edge Absent",1
"mrpc","CSq","edge",150,"medium","M2","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",150,"medium","M3","T1 - T2 Edge Absent",15
"mrpc","CSq","edge",150,"medium","M4","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",150,"medium","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"medium","M1","T1 - T2 Edge Present",5
"mrpc","CSq","edge",150,"medium","M2","T1 - T2 Edge Present",4
"mrpc","CSq","edge",150,"medium","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"medium","M4","T1 - T2 Edge Present",15
"mrpc","CSq","edge",150,"medium","M0","Other",4
"mrpc","CSq","edge",150,"medium","M1","Other",14
"mrpc","CSq","edge",150,"medium","M2","Other",13
"mrpc","CSq","edge",150,"medium","M3","Other",5
"mrpc","CSq","edge",150,"medium","M4","Other",3
"mrpc","CSq","edge",150,"medium","M0","Failed",0
"mrpc","CSq","edge",150,"medium","M1","Failed",0
"mrpc","CSq","edge",150,"medium","M2","Failed",0
"mrpc","CSq","edge",150,"medium","M3","Failed",0
"mrpc","CSq","edge",150,"medium","M4","Failed",0
"mrpc","CSq","model",150,"large","M0","M0",20
"mrpc","CSq","model",150,"large","M1","M0",0
"mrpc","CSq","model",150,"large","M2","M0",2
"mrpc","CSq","model",150,"large","M3","M0",1
"mrpc","CSq","model",150,"large","M4","M0",0
"mrpc","CSq","model",150,"large","M0","M1",0
"mrpc","CSq","model",150,"large","M1","M1",14
"mrpc","CSq","model",150,"large","M2","M1",0
"mrpc","CSq","model",150,"large","M3","M1",0
"mrpc","CSq","model",150,"large","M4","M1",12
"mrpc","CSq","model",150,"large","M0","M2",0
"mrpc","CSq","model",150,"large","M1","M2",2
"mrpc","CSq","model",150,"large","M2","M2",14
"mrpc","CSq","model",150,"large","M3","M2",0
"mrpc","CSq","model",150,"large","M4","M2",4
"mrpc","CSq","model",150,"large","M0","M3",0
"mrpc","CSq","model",150,"large","M1","M3",0
"mrpc","CSq","model",150,"large","M2","M3",0
"mrpc","CSq","model",150,"large","M3","M3",16
"mrpc","CSq","model",150,"large","M4","M3",0
"mrpc","CSq","model",150,"large","M0","M4",0
"mrpc","CSq","model",150,"large","M1","M4",0
"mrpc","CSq","model",150,"large","M2","M4",0
"mrpc","CSq","model",150,"large","M3","M4",3
"mrpc","CSq","model",150,"large","M4","M4",2
"mrpc","CSq","model",150,"large","M0","Other",0
"mrpc","CSq","model",150,"large","M1","Other",4
"mrpc","CSq","model",150,"large","M2","Other",4
"mrpc","CSq","model",150,"large","M3","Other",0
"mrpc","CSq","model",150,"large","M4","Other",2
"mrpc","CSq","model",150,"large","M0","Failed",0
"mrpc","CSq","model",150,"large","M1","Failed",0
"mrpc","CSq","model",150,"large","M2","Failed",0
"mrpc","CSq","model",150,"large","M3","Failed",0
"mrpc","CSq","model",150,"large","M4","Failed",0
"mrpc","CSq","edge",150,"large","M0","T1 - T2 Edge Absent",20
"mrpc","CSq","edge",150,"large","M1","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",150,"large","M2","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",150,"large","M3","T1 - T2 Edge Absent",17
"mrpc","CSq","edge",150,"large","M4","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",150,"large","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",150,"large","M1","T1 - T2 Edge Present",16
"mrpc","CSq","edge",150,"large","M2","T1 - T2 Edge Present",14
"mrpc","CSq","edge",150,"large","M3","T1 - T2 Edge Present",3
"mrpc","CSq","edge",150,"large","M4","T1 - T2 Edge Present",18
"mrpc","CSq","edge",150,"large","M0","Other",0
"mrpc","CSq","edge",150,"large","M1","Other",4
"mrpc","CSq","edge",150,"large","M2","Other",4
"mrpc","CSq","edge",150,"large","M3","Other",0
"mrpc","CSq","edge",150,"large","M4","Other",2
"mrpc","CSq","edge",150,"large","M0","Failed",0
"mrpc","CSq","edge",150,"large","M1","Failed",0
"mrpc","CSq","edge",150,"large","M2","Failed",0
"mrpc","CSq","edge",150,"large","M3","Failed",0
"mrpc","CSq","edge",150,"large","M4","Failed",0
"mrpc","CSq","model",300,"all","M0","M0",40
"mrpc","CSq","model",300,"all","M1","M0",7
"mrpc","CSq","model",300,"all","M2","M0",13
"mrpc","CSq","model",300,"all","M3","M0",6
"mrpc","CSq","model",300,"all","M4","M0",4
"mrpc","CSq","model",300,"all","M0","M1",0
"mrpc","CSq","model",300,"all","M1","M1",8
"mrpc","CSq","model",300,"all","M2","M1",2
"mrpc","CSq","model",300,"all","M3","M1",0
"mrpc","CSq","model",300,"all","M4","M1",18
"mrpc","CSq","model",300,"all","M0","M2",0
"mrpc","CSq","model",300,"all","M1","M2",15
"mrpc","CSq","model",300,"all","M2","M2",20
"mrpc","CSq","model",300,"all","M3","M2",0
"mrpc","CSq","model",300,"all","M4","M2",3
"mrpc","CSq","model",300,"all","M0","M3",0
"mrpc","CSq","model",300,"all","M1","M3",1
"mrpc","CSq","model",300,"all","M2","M3",0
"mrpc","CSq","model",300,"all","M3","M3",30
"mrpc","CSq","model",300,"all","M4","M3",5
"mrpc","CSq","model",300,"all","M0","M4",0
"mrpc","CSq","model",300,"all","M1","M4",6
"mrpc","CSq","model",300,"all","M2","M4",0
"mrpc","CSq","model",300,"all","M3","M4",6
"mrpc","CSq","model",300,"all","M4","M4",16
"mrpc","CSq","model",300,"all","M0","Other",20
"mrpc","CSq","model",300,"all","M1","Other",23
"mrpc","CSq","model",300,"all","M2","Other",25
"mrpc","CSq","model",300,"all","M3","Other",18
"mrpc","CSq","model",300,"all","M4","Other",14
"mrpc","CSq","model",300,"all","M0","Failed",0
"mrpc","CSq","model",300,"all","M1","Failed",0
"mrpc","CSq","model",300,"all","M2","Failed",0
"mrpc","CSq","model",300,"all","M3","Failed",0
"mrpc","CSq","model",300,"all","M4","Failed",0
"mrpc","CSq","edge",300,"all","M0","T1 - T2 Edge Absent",40
"mrpc","CSq","edge",300,"all","M1","T1 - T2 Edge Absent",8
"mrpc","CSq","edge",300,"all","M2","T1 - T2 Edge Absent",13
"mrpc","CSq","edge",300,"all","M3","T1 - T2 Edge Absent",36
"mrpc","CSq","edge",300,"all","M4","T1 - T2 Edge Absent",9
"mrpc","CSq","edge",300,"all","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",300,"all","M1","T1 - T2 Edge Present",29
"mrpc","CSq","edge",300,"all","M2","T1 - T2 Edge Present",22
"mrpc","CSq","edge",300,"all","M3","T1 - T2 Edge Present",6
"mrpc","CSq","edge",300,"all","M4","T1 - T2 Edge Present",37
"mrpc","CSq","edge",300,"all","M0","Other",20
"mrpc","CSq","edge",300,"all","M1","Other",23
"mrpc","CSq","edge",300,"all","M2","Other",25
"mrpc","CSq","edge",300,"all","M3","Other",18
"mrpc","CSq","edge",300,"all","M4","Other",14
"mrpc","CSq","edge",300,"all","M0","Failed",0
"mrpc","CSq","edge",300,"all","M1","Failed",0
"mrpc","CSq","edge",300,"all","M2","Failed",0
"mrpc","CSq","edge",300,"all","M3","Failed",0
"mrpc","CSq","edge",300,"all","M4","Failed",0
"mrpc","CSq","model",300,"small","M0","M0",9
"mrpc","CSq","model",300,"small","M1","M0",3
"mrpc","CSq","model",300,"small","M2","M0",2
"mrpc","CSq","model",300,"small","M3","M0",3
"mrpc","CSq","model",300,"small","M4","M0",4
"mrpc","CSq","model",300,"small","M0","M1",0
"mrpc","CSq","model",300,"small","M1","M1",2
"mrpc","CSq","model",300,"small","M2","M1",1
"mrpc","CSq","model",300,"small","M3","M1",0
"mrpc","CSq","model",300,"small","M4","M1",0
"mrpc","CSq","model",300,"small","M0","M2",0
"mrpc","CSq","model",300,"small","M1","M2",0
"mrpc","CSq","model",300,"small","M2","M2",0
"mrpc","CSq","model",300,"small","M3","M2",0
"mrpc","CSq","model",300,"small","M4","M2",0
"mrpc","CSq","model",300,"small","M0","M3",0
"mrpc","CSq","model",300,"small","M1","M3",0
"mrpc","CSq","model",300,"small","M2","M3",0
"mrpc","CSq","model",300,"small","M3","M3",2
"mrpc","CSq","model",300,"small","M4","M3",0
"mrpc","CSq","model",300,"small","M0","M4",0
"mrpc","CSq","model",300,"small","M1","M4",0
"mrpc","CSq","model",300,"small","M2","M4",0
"mrpc","CSq","model",300,"small","M3","M4",0
"mrpc","CSq","model",300,"small","M4","M4",2
"mrpc","CSq","model",300,"small","M0","Other",11
"mrpc","CSq","model",300,"small","M1","Other",15
"mrpc","CSq","model",300,"small","M2","Other",17
"mrpc","CSq","model",300,"small","M3","Other",15
"mrpc","CSq","model",300,"small","M4","Other",14
"mrpc","CSq","model",300,"small","M0","Failed",0
"mrpc","CSq","model",300,"small","M1","Failed",0
"mrpc","CSq","model",300,"small","M2","Failed",0
"mrpc","CSq","model",300,"small","M3","Failed",0
"mrpc","CSq","model",300,"small","M4","Failed",0
"mrpc","CSq","edge",300,"small","M0","T1 - T2 Edge Absent",9
"mrpc","CSq","edge",300,"small","M1","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",300,"small","M2","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",300,"small","M3","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",300,"small","M4","T1 - T2 Edge Absent",4
"mrpc","CSq","edge",300,"small","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",300,"small","M1","T1 - T2 Edge Present",2
"mrpc","CSq","edge",300,"small","M2","T1 - T2 Edge Present",1
"mrpc","CSq","edge",300,"small","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",300,"small","M4","T1 - T2 Edge Present",2
"mrpc","CSq","edge",300,"small","M0","Other",11
"mrpc","CSq","edge",300,"small","M1","Other",15
"mrpc","CSq","edge",300,"small","M2","Other",17
"mrpc","CSq","edge",300,"small","M3","Other",15
"mrpc","CSq","edge",300,"small","M4","Other",14
"mrpc","CSq","edge",300,"small","M0","Failed",0
"mrpc","CSq","edge",300,"small","M1","Failed",0
"mrpc","CSq","edge",300,"small","M2","Failed",0
"mrpc","CSq","edge",300,"small","M3","Failed",0
"mrpc","CSq","edge",300,"small","M4","Failed",0
"mrpc","CSq","model",300,"medium","M0","M0",13
"mrpc","CSq","model",300,"medium","M1","M0",3
"mrpc","CSq","model",300,"medium","M2","M0",6
"mrpc","CSq","model",300,"medium","M3","M0",2
"mrpc","CSq","model",300,"medium","M4","M0",0
"mrpc","CSq","model",300,"medium","M0","M1",0
"mrpc","CSq","model",300,"medium","M1","M1",4
"mrpc","CSq","model",300,"medium","M2","M1",1
"mrpc","CSq","model",300,"medium","M3","M1",0
"mrpc","CSq","model",300,"medium","M4","M1",4
"mrpc","CSq","model",300,"medium","M0","M2",0
"mrpc","CSq","model",300,"medium","M1","M2",6
"mrpc","CSq","model",300,"medium","M2","M2",7
"mrpc","CSq","model",300,"medium","M3","M2",0
"mrpc","CSq","model",300,"medium","M4","M2",0
"mrpc","CSq","model",300,"medium","M0","M3",0
"mrpc","CSq","model",300,"medium","M1","M3",1
"mrpc","CSq","model",300,"medium","M2","M3",0
"mrpc","CSq","model",300,"medium","M3","M3",14
"mrpc","CSq","model",300,"medium","M4","M3",5
"mrpc","CSq","model",300,"medium","M0","M4",0
"mrpc","CSq","model",300,"medium","M1","M4",1
"mrpc","CSq","model",300,"medium","M2","M4",0
"mrpc","CSq","model",300,"medium","M3","M4",2
"mrpc","CSq","model",300,"medium","M4","M4",11
"mrpc","CSq","model",300,"medium","M0","Other",7
"mrpc","CSq","model",300,"medium","M1","Other",5
"mrpc","CSq","model",300,"medium","M2","Other",6
"mrpc","CSq","model",300,"medium","M3","Other",2
"mrpc","CSq","model",300,"medium","M4","Other",0
"mrpc","CSq","model",300,"medium","M0","Failed",0
"mrpc","CSq","model",300,"medium","M1","Failed",0
"mrpc","CSq","model",300,"medium","M2","Failed",0
"mrpc","CSq","model",300,"medium","M3","Failed",0
"mrpc","CSq","model",300,"medium","M4","Failed",0
"mrpc","CSq","edge",300,"medium","M0","T1 - T2 Edge Absent",13
"mrpc","CSq","edge",300,"medium","M1","T1 - T2 Edge Absent",4
"mrpc","CSq","edge",300,"medium","M2","T1 - T2 Edge Absent",6
"mrpc","CSq","edge",300,"medium","M3","T1 - T2 Edge Absent",16
"mrpc","CSq","edge",300,"medium","M4","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",300,"medium","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",300,"medium","M1","T1 - T2 Edge Present",11
"mrpc","CSq","edge",300,"medium","M2","T1 - T2 Edge Present",8
"mrpc","CSq","edge",300,"medium","M3","T1 - T2 Edge Present",2
"mrpc","CSq","edge",300,"medium","M4","T1 - T2 Edge Present",15
"mrpc","CSq","edge",300,"medium","M0","Other",7
"mrpc","CSq","edge",300,"medium","M1","Other",5
"mrpc","CSq","edge",300,"medium","M2","Other",6
"mrpc","CSq","edge",300,"medium","M3","Other",2
"mrpc","CSq","edge",300,"medium","M4","Other",0
"mrpc","CSq","edge",300,"medium","M0","Failed",0
"mrpc","CSq","edge",300,"medium","M1","Failed",0
"mrpc","CSq","edge",300,"medium","M2","Failed",0
"mrpc","CSq","edge",300,"medium","M3","Failed",0
"mrpc","CSq","edge",300,"medium","M4","Failed",0
"mrpc","CSq","model",300,"large","M0","M0",18
"mrpc","CSq","model",300,"large","M1","M0",1
"mrpc","CSq","model",300,"large","M2","M0",5
"mrpc","CSq","model",300,"large","M3","M0",1
"mrpc","CSq","model",300,"large","M4","M0",0
"mrpc","CSq","model",300,"large","M0","M1",0
"mrpc","CSq","model",300,"large","M1","M1",2
"mrpc","CSq","model",300,"large","M2","M1",0
"mrpc","CSq","model",300,"large","M3","M1",0
"mrpc","CSq","model",300,"large","M4","M1",14
"mrpc","CSq","model",300,"large","M0","M2",0
"mrpc","CSq","model",300,"large","M1","M2",9
"mrpc","CSq","model",300,"large","M2","M2",13
"mrpc","CSq","model",300,"large","M3","M2",0
"mrpc","CSq","model",300,"large","M4","M2",3
"mrpc","CSq","model",300,"large","M0","M3",0
"mrpc","CSq","model",300,"large","M1","M3",0
"mrpc","CSq","model",300,"large","M2","M3",0
"mrpc","CSq","model",300,"large","M3","M3",14
"mrpc","CSq","model",300,"large","M4","M3",0
"mrpc","CSq","model",300,"large","M0","M4",0
"mrpc","CSq","model",300,"large","M1","M4",5
"mrpc","CSq","model",300,"large","M2","M4",0
"mrpc","CSq","model",300,"large","M3","M4",4
"mrpc","CSq","model",300,"large","M4","M4",3
"mrpc","CSq","model",300,"large","M0","Other",2
"mrpc","CSq","model",300,"large","M1","Other",3
"mrpc","CSq","model",300,"large","M2","Other",2
"mrpc","CSq","model",300,"large","M3","Other",1
"mrpc","CSq","model",300,"large","M4","Other",0
"mrpc","CSq","model",300,"large","M0","Failed",0
"mrpc","CSq","model",300,"large","M1","Failed",0
"mrpc","CSq","model",300,"large","M2","Failed",0
"mrpc","CSq","model",300,"large","M3","Failed",0
"mrpc","CSq","model",300,"large","M4","Failed",0
"mrpc","CSq","edge",300,"large","M0","T1 - T2 Edge Absent",18
"mrpc","CSq","edge",300,"large","M1","T1 - T2 Edge Absent",1
"mrpc","CSq","edge",300,"large","M2","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",300,"large","M3","T1 - T2 Edge Absent",15
"mrpc","CSq","edge",300,"large","M4","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",300,"large","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",300,"large","M1","T1 - T2 Edge Present",16
