"method","arm","dataset","sample.size","effect_size","truth.model","time.seconds","timed.out","stalled"
"MR-GGI","none",1468,670,"medium","M2.1",0.0106520652770996,FALSE,FALSE
"MR-GGI","none",1469,670,"medium","M3",0.00336694717407227,FALSE,FALSE
"MR-GGI","none",1470,670,"medium","M4",0.0144879817962646,FALSE,FALSE
"MR-GGI","none",1471,1000,"medium","M0.1",0.00155901908874512,FALSE,FALSE
"MR-GGI","none",1472,1000,"medium","M1.1",0.00944304466247559,FALSE,FALSE
"MR-GGI","none",1473,1000,"medium","M2.1",0.00495100021362305,FALSE,FALSE
"MR-GGI","none",1474,1000,"medium","M3",0.00357198715209961,FALSE,FALSE
"MR-GGI","none",1475,1000,"medium","M4",0.00870299339294434,FALSE,FALSE
"MR-GGI","none",1476,50,"large","M0.1",0.00947022438049316,FALSE,FALSE
"MR-GGI","none",1477,50,"large","M1.1",0.0251240730285645,FALSE,FALSE
"MR-GGI","none",1478,50,"large","M2.1",0.00971388816833496,FALSE,FALSE
"MR-GGI","none",1479,50,"large","M3",0.00935983657836914,FALSE,FALSE
"MR-GGI","none",1480,50,"large","M4",0.0104761123657227,FALSE,FALSE
"MR-GGI","none",1481,150,"large","M0.1",0.00878405570983887,FALSE,FALSE
"MR-GGI","none",1482,150,"large","M1.1",0.0232388973236084,FALSE,FALSE
"MR-GGI","none",1483,150,"large","M2.1",0.010498046875,FALSE,FALSE
"MR-GGI","none",1484,150,"large","M3",0.00879597663879395,FALSE,FALSE
"MR-GGI","none",1485,150,"large","M4",0.00955820083618164,FALSE,FALSE
"MR-GGI","none",1486,300,"large","M0.1",0.00233006477355957,FALSE,FALSE
"MR-GGI","none",1487,300,"large","M1.1",0.00654816627502441,FALSE,FALSE
"MR-GGI","none",1488,300,"large","M2.1",0.00535202026367188,FALSE,FALSE
"MR-GGI","none",1489,300,"large","M3",0.00436305999755859,FALSE,FALSE
"MR-GGI","none",1490,300,"large","M4",0.00399184226989746,FALSE,FALSE
"MR-GGI","none",1491,670,"large","M0.1",0.0173928737640381,FALSE,FALSE
"MR-GGI","none",1492,670,"large","M1.1",0.0234279632568359,FALSE,FALSE
"MR-GGI","none",1493,670,"large","M2.1",0.0105369091033936,FALSE,FALSE
"MR-GGI","none",1494,670,"large","M3",0.0107970237731934,FALSE,FALSE
"MR-GGI","none",1495,670,"large","M4",0.00841593742370605,FALSE,FALSE
"MR-GGI","none",1496,1000,"large","M0.1",0.00452995300292969,FALSE,FALSE
"MR-GGI","none",1497,1000,"large","M1.1",0.00742411613464355,FALSE,FALSE
"MR-GGI","none",1498,1000,"large","M2.1",0.0182020664215088,FALSE,FALSE
"MR-GGI","none",1499,1000,"large","M3",0.00947785377502441,FALSE,FALSE
"MR-GGI","none",1500,1000,"large","M4",0.00914192199707031,FALSE,FALSE
"MR-GGI","truth",1,50,"small","M0.1",0.0328409671783447,FALSE,FALSE
"MR-GGI","truth",2,50,"small","M1.1",0.145500898361206,FALSE,FALSE
"MR-GGI","truth",3,50,"small","M2.1",0.0256509780883789,FALSE,FALSE
"MR-GGI","truth",4,50,"small","M3",0.205960035324097,FALSE,FALSE
"MR-GGI","truth",5,50,"small","M4",0.29419207572937,FALSE,FALSE
"MR-GGI","truth",6,150,"small","M0.1",0.00460982322692871,FALSE,FALSE
"MR-GGI","truth",7,150,"small","M1.1",0.177098989486694,FALSE,FALSE
"MR-GGI","truth",8,150,"small","M2.1",0.031296968460083,FALSE,FALSE
"MR-GGI","truth",9,150,"small","M3",0.0115649700164795,FALSE,FALSE
"MR-GGI","truth",10,150,"small","M4",0.0297768115997314,FALSE,FALSE
"MR-GGI","truth",11,300,"small","M0.1",0.00207185745239258,FALSE,FALSE
"MR-GGI","truth",12,300,"small","M1.1",0.0670239925384521,FALSE,FALSE
"MR-GGI","truth",13,300,"small","M2.1",0.0179810523986816,FALSE,FALSE
"MR-GGI","truth",14,300,"small","M3",0.0704751014709473,FALSE,FALSE
"MR-GGI","truth",15,300,"small","M4",0.0480918884277344,FALSE,FALSE
"MR-GGI","truth",16,670,"small","M0.1",0.00253009796142578,FALSE,FALSE
"MR-GGI","truth",17,670,"small","M1.1",0.00974702835083008,FALSE,FALSE
"MR-GGI","truth",18,670,"small","M2.1",0.0116360187530518,FALSE,FALSE
"MR-GGI","truth",19,670,"small","M3",0.00578212738037109,FALSE,FALSE
"MR-GGI","truth",20,670,"small","M4",0.00304484367370605,FALSE,FALSE
"MR-GGI","truth",21,1000,"small","M0.1",0.00462889671325684,FALSE,FALSE
"MR-GGI","truth",22,1000,"small","M1.1",0.0578598976135254,FALSE,FALSE
"MR-GGI","truth",23,1000,"small","M2.1",0.04888916015625,FALSE,FALSE
"MR-GGI","truth",24,1000,"small","M3",0.00564980506896973,FALSE,FALSE
"MR-GGI","truth",25,1000,"small","M4",0.00374579429626465,FALSE,FALSE
"MR-GGI","truth",26,50,"medium","M0.1",0.00446891784667969,FALSE,FALSE
"MR-GGI","truth",27,50,"medium","M1.1",0.23871898651123,FALSE,FALSE
"MR-GGI","truth",28,50,"medium","M2.1",0.0884299278259277,FALSE,FALSE
"MR-GGI","truth",29,50,"medium","M3",0.204385995864868,FALSE,FALSE
"MR-GGI","truth",30,50,"medium","M4",0.0392138957977295,FALSE,FALSE
"MR-GGI","truth",31,150,"medium","M0.1",0.00649094581604004,FALSE,FALSE
"MR-GGI","truth",32,150,"medium","M1.1",0.209167003631592,FALSE,FALSE
"MR-GGI","truth",33,150,"medium","M2.1",0.161548137664795,FALSE,FALSE
"MR-GGI","truth",34,150,"medium","M3",0.00801706314086914,FALSE,FALSE
"MR-GGI","truth",35,150,"medium","M4",0.0410878658294678,FALSE,FALSE
"MR-GGI","truth",36,300,"medium","M0.1",0.00220203399658203,FALSE,FALSE
"MR-GGI","truth",37,300,"medium","M1.1",0.103527069091797,FALSE,FALSE
"MR-GGI","truth",38,300,"medium","M2.1",0.100172996520996,FALSE,FALSE
"MR-GGI","truth",39,300,"medium","M3",0.00185489654541016,FALSE,FALSE
"MR-GGI","truth",40,300,"medium","M4",0.105437040328979,FALSE,FALSE
"MR-GGI","truth",41,670,"medium","M0.1",0.00320696830749512,FALSE,FALSE
"MR-GGI","truth",42,670,"medium","M1.1",0.0707690715789795,FALSE,FALSE
"MR-GGI","truth",43,670,"medium","M2.1",0.124963998794556,FALSE,FALSE
"MR-GGI","truth",44,670,"medium","M3",0.16448187828064,FALSE,FALSE
"MR-GGI","truth",45,670,"medium","M4",0.226008892059326,FALSE,FALSE
"MR-GGI","truth",46,1000,"medium","M0.1",0.002716064453125,FALSE,FALSE
"MR-GGI","truth",47,1000,"medium","M1.1",0.0621378421783447,FALSE,FALSE
"MR-GGI","truth",48,1000,"medium","M2.1",0.0544941425323486,FALSE,FALSE
"MR-GGI","truth",49,1000,"medium","M3",0.00570201873779297,FALSE,FALSE
"MR-GGI","truth",50,1000,"medium","M4",0.0858349800109863,FALSE,FALSE
"MR-GGI","truth",51,50,"large","M0.1",0.181427955627441,FALSE,FALSE
"MR-GGI","truth",52,50,"large","M1.1",0.184010028839111,FALSE,FALSE
"MR-GGI","truth",53,50,"large","M2.1",0.0176711082458496,FALSE,FALSE
"MR-GGI","truth",54,50,"large","M3",0.106219053268433,FALSE,FALSE
"MR-GGI","truth",55,50,"large","M4",0.130382061004639,FALSE,FALSE
"MR-GGI","truth",56,150,"large","M0.1",0.00463700294494629,FALSE,FALSE
"MR-GGI","truth",57,150,"large","M1.1",0.105108022689819,FALSE,FALSE
"MR-GGI","truth",58,150,"large","M2.1",0.104069948196411,FALSE,FALSE
"MR-GGI","truth",59,150,"large","M3",0.119503021240234,FALSE,FALSE
"MR-GGI","truth",60,150,"large","M4",0.219799041748047,FALSE,FALSE
"MR-GGI","truth",61,300,"large","M0.1",0.00688695907592773,FALSE,FALSE
"MR-GGI","truth",62,300,"large","M1.1",0.108982086181641,FALSE,FALSE
"MR-GGI","truth",63,300,"large","M2.1",0.0301370620727539,FALSE,FALSE
"MR-GGI","truth",64,300,"large","M3",0.0271170139312744,FALSE,FALSE
"MR-GGI","truth",65,300,"large","M4",0.1251540184021,FALSE,FALSE
"MR-GGI","truth",66,670,"large","M0.1",0.0123817920684814,FALSE,FALSE
"MR-GGI","truth",67,670,"large","M1.1",0.0140750408172607,FALSE,FALSE
"MR-GGI","truth",68,670,"large","M2.1",0.0414829254150391,FALSE,FALSE
"MR-GGI","truth",69,670,"large","M3",0.0805020332336426,FALSE,FALSE
"MR-GGI","truth",70,670,"large","M4",0.0797979831695557,FALSE,FALSE
"MR-GGI","truth",71,1000,"large","M0.1",0.00534486770629883,FALSE,FALSE
"MR-GGI","truth",72,1000,"large","M1.1",0.0561540126800537,FALSE,FALSE
"MR-GGI","truth",73,1000,"large","M2.1",0.122710943222046,FALSE,FALSE
"MR-GGI","truth",74,1000,"large","M3",0.0636458396911621,FALSE,FALSE
"MR-GGI","truth",75,1000,"large","M4",0.147205829620361,FALSE,FALSE
"MR-GGI","truth",76,50,"small","M0.1",0.0153210163116455,FALSE,FALSE
"MR-GGI","truth",77,50,"small","M1.1",0.0569179058074951,FALSE,FALSE
"MR-GGI","truth",78,50,"small","M2.1",0.110172986984253,FALSE,FALSE
"MR-GGI","truth",79,50,"small","M3",0.130445003509521,FALSE,FALSE
"MR-GGI","truth",80,50,"small","M4",0.162136077880859,FALSE,FALSE
"MR-GGI","truth",81,150,"small","M0.1",0.0491440296173096,FALSE,FALSE
"MR-GGI","truth",82,150,"small","M1.1",0.00798201560974121,FALSE,FALSE
"MR-GGI","truth",83,150,"small","M2.1",0.113644123077393,FALSE,FALSE
"MR-GGI","truth",84,150,"small","M3",0.11743688583374,FALSE,FALSE
"MR-GGI","truth",85,150,"small","M4",0.16266393661499,FALSE,FALSE
"MR-GGI","truth",86,300,"small","M0.1",0.00276303291320801,FALSE,FALSE
"MR-GGI","truth",87,300,"small","M1.1",0.117537975311279,FALSE,FALSE
"MR-GGI","truth",88,300,"small","M2.1",0.136870145797729,FALSE,FALSE
"MR-GGI","truth",89,300,"small","M3",0.0229701995849609,FALSE,FALSE
"MR-GGI","truth",90,300,"small","M4",0.0037999153137207,FALSE,FALSE
"MR-GGI","truth",91,670,"small","M0.1",0.0481979846954346,FALSE,FALSE
"MR-GGI","truth",92,670,"small","M1.1",0.00383210182189941,FALSE,FALSE
"MR-GGI","truth",93,670,"small","M2.1",0.0336039066314697,FALSE,FALSE
"MR-GGI","truth",94,670,"small","M3",0.00577306747436523,FALSE,FALSE
"MR-GGI","truth",95,670,"small","M4",0.175415992736816,FALSE,FALSE
"MR-GGI","truth",96,1000,"small","M0.1",0.134492874145508,FALSE,FALSE
"MR-GGI","truth",97,1000,"small","M1.1",0.00335597991943359,FALSE,FALSE
"MR-GGI","truth",98,1000,"small","M2.1",0.160338878631592,FALSE,FALSE
"MR-GGI","truth",99,1000,"small","M3",0.160290956497192,FALSE,FALSE
"MR-GGI","truth",100,1000,"small","M4",0.116652965545654,FALSE,FALSE
"MR-GGI","truth",101,50,"medium","M0.1",0.0229117870330811,FALSE,FALSE
"MR-GGI","truth",102,50,"medium","M1.1",0.186010837554932,FALSE,FALSE
"MR-GGI","truth",103,50,"medium","M2.1",0.183529853820801,FALSE,FALSE
"MR-GGI","truth",104,50,"medium","M3",0.137431859970093,FALSE,FALSE
"MR-GGI","truth",105,50,"medium","M4",0.083233118057251,FALSE,FALSE
"MR-GGI","truth",106,150,"medium","M0.1",0.00418615341186523,FALSE,FALSE
"MR-GGI","truth",107,150,"medium","M1.1",0.124966144561768,FALSE,FALSE
"MR-GGI","truth",108,150,"medium","M2.1",0.090831995010376,FALSE,FALSE
"MR-GGI","truth",109,150,"medium","M3",0.0270230770111084,FALSE,FALSE
"MR-GGI","truth",110,150,"medium","M4",0.0966689586639404,FALSE,FALSE
"MR-GGI","truth",111,300,"medium","M0.1",0.00209307670593262,FALSE,FALSE
"MR-GGI","truth",112,300,"medium","M1.1",0.110119104385376,FALSE,FALSE
"MR-GGI","truth",113,300,"medium","M2.1",0.0619509220123291,FALSE,FALSE
"MR-GGI","truth",114,300,"medium","M3",0.00420808792114258,FALSE,FALSE
"MR-GGI","truth",115,300,"medium","M4",0.0226778984069824,FALSE,FALSE
"MR-GGI","truth",116,670,"medium","M0.1",0.105592012405396,FALSE,FALSE
"MR-GGI","truth",117,670,"medium","M1.1",0.0438780784606934,FALSE,FALSE
"MR-GGI","truth",118,670,"medium","M2.1",0.145004034042358,FALSE,FALSE
"MR-GGI","truth",119,670,"medium","M3",0.00487089157104492,FALSE,FALSE
"MR-GGI","truth",120,670,"medium","M4",0.0896320343017578,FALSE,FALSE
"MR-GGI","truth",121,1000,"medium","M0.1",0.00379705429077148,FALSE,FALSE
"MR-GGI","truth",122,1000,"medium","M1.1",0.0717999935150146,FALSE,FALSE
"MR-GGI","truth",123,1000,"medium","M2.1",0.0719339847564697,FALSE,FALSE
"MR-GGI","truth",124,1000,"medium","M3",0.0912327766418457,FALSE,FALSE
"MR-GGI","truth",125,1000,"medium","M4",0.0162639617919922,FALSE,FALSE
"MR-GGI","truth",126,50,"large","M0.1",0.00598716735839844,FALSE,FALSE
"MR-GGI","truth",127,50,"large","M1.1",0.175342082977295,FALSE,FALSE
"MR-GGI","truth",128,50,"large","M2.1",0.366963148117065,FALSE,FALSE
"MR-GGI","truth",129,50,"large","M3",0.00947999954223633,FALSE,FALSE
"MR-GGI","truth",130,50,"large","M4",0.160680055618286,FALSE,FALSE
"MR-GGI","truth",131,150,"large","M0.1",0.00409412384033203,FALSE,FALSE
"MR-GGI","truth",132,150,"large","M1.1",0.0830399990081787,FALSE,FALSE
"MR-GGI","truth",133,150,"large","M2.1",0.104182004928589,FALSE,FALSE
"MR-GGI","truth",134,150,"large","M3",0.116565942764282,FALSE,FALSE
"MR-GGI","truth",135,150,"large","M4",0.0240380764007568,FALSE,FALSE
"MR-GGI","truth",136,300,"large","M0.1",0.00356292724609375,FALSE,FALSE
"MR-GGI","truth",137,300,"large","M1.1",0.1428542137146,FALSE,FALSE
"MR-GGI","truth",138,300,"large","M2.1",0.0984499454498291,FALSE,FALSE
"MR-GGI","truth",139,300,"large","M3",0.0175530910491943,FALSE,FALSE
"MR-GGI","truth",140,300,"large","M4",0.0539348125457764,FALSE,FALSE
"MR-GGI","truth",141,670,"large","M0.1",0.0094459056854248,FALSE,FALSE
"MR-GGI","truth",142,670,"large","M1.1",0.0656239986419678,FALSE,FALSE
"MR-GGI","truth",143,670,"large","M2.1",0.0377280712127686,FALSE,FALSE
"MR-GGI","truth",144,670,"large","M3",0.0892019271850586,FALSE,FALSE
"MR-GGI","truth",145,670,"large","M4",0.0592000484466553,FALSE,FALSE
"MR-GGI","truth",146,1000,"large","M0.1",0.117764949798584,FALSE,FALSE
"MR-GGI","truth",147,1000,"large","M1.1",0.0766668319702148,FALSE,FALSE
"MR-GGI","truth",148,1000,"large","M2.1",0.0281729698181152,FALSE,FALSE
"MR-GGI","truth",149,1000,"large","M3",0.0819370746612549,FALSE,FALSE
"MR-GGI","truth",150,1000,"large","M4",0.11202597618103,FALSE,FALSE
"MR-GGI","truth",151,50,"small","M0.1",0.210336923599243,FALSE,FALSE
"MR-GGI","truth",152,50,"small","M1.1",0.0719568729400635,FALSE,FALSE
"MR-GGI","truth",153,50,"small","M2.1",0.00854301452636719,FALSE,FALSE
"MR-GGI","truth",154,50,"small","M3",0.00867009162902832,FALSE,FALSE
"MR-GGI","truth",155,50,"small","M4",0.142642974853516,FALSE,FALSE
"MR-GGI","truth",156,150,"small","M0.1",0.0425100326538086,FALSE,FALSE
"MR-GGI","truth",157,150,"small","M1.1",0.0122311115264893,FALSE,FALSE
"MR-GGI","truth",158,150,"small","M2.1",0.107666969299316,FALSE,FALSE
"MR-GGI","truth",159,150,"small","M3",0.00563812255859375,FALSE,FALSE
"MR-GGI","truth",160,150,"small","M4",0.0613129138946533,FALSE,FALSE
"MR-GGI","truth",161,300,"small","M0.1",0.00346708297729492,FALSE,FALSE
"MR-GGI","truth",162,300,"small","M1.1",0.0268280506134033,FALSE,FALSE
"MR-GGI","truth",163,300,"small","M2.1",0.0351579189300537,FALSE,FALSE
"MR-GGI","truth",164,300,"small","M3",0.00239396095275879,FALSE,FALSE
"MR-GGI","truth",165,300,"small","M4",0.00585603713989258,FALSE,FALSE
"MR-GGI","truth",166,670,"small","M0.1",0.00354313850402832,FALSE,FALSE
"MR-GGI","truth",167,670,"small","M1.1",0.0816547870635986,FALSE,FALSE
"MR-GGI","truth",168,670,"small","M2.1",0.149914026260376,FALSE,FALSE
"MR-GGI","truth",169,670,"small","M3",0.00666499137878418,FALSE,FALSE
"MR-GGI","truth",170,670,"small","M4",0.152473926544189,FALSE,FALSE
"MR-GGI","truth",171,1000,"small","M0.1",0.0019538402557373,FALSE,FALSE
"MR-GGI","truth",172,1000,"small","M1.1",0.00272607803344727,FALSE,FALSE
"MR-GGI","truth",173,1000,"small","M2.1",0.0437250137329102,FALSE,FALSE
"MR-GGI","truth",174,1000,"small","M3",0.00175905227661133,FALSE,FALSE
"MR-GGI","truth",175,1000,"small","M4",0.0458519458770752,FALSE,FALSE
"MR-GGI","truth",176,50,"medium","M0.1",0.26289701461792,FALSE,FALSE
"MR-GGI","truth",177,50,"medium","M1.1",0.0564160346984863,FALSE,FALSE
"MR-GGI","truth",178,50,"medium","M2.1",0.0927138328552246,FALSE,FALSE
"MR-GGI","truth",179,50,"medium","M3",0.0772581100463867,FALSE,FALSE
"MR-GGI","truth",180,50,"medium","M4",0.203269004821777,FALSE,FALSE
"MR-GGI","truth",181,150,"medium","M0.1",0.0410840511322021,FALSE,FALSE
"MR-GGI","truth",182,150,"medium","M1.1",0.223633050918579,FALSE,FALSE
"MR-GGI","truth",183,150,"medium","M2.1",0.0790641307830811,FALSE,FALSE
"MR-GGI","truth",184,150,"medium","M3",0.172064065933228,FALSE,FALSE
"MR-GGI","truth",185,150,"medium","M4",0.0384409427642822,FALSE,FALSE
"MR-GGI","truth",186,300,"medium","M0.1",0.00583004951477051,FALSE,FALSE
"MR-GGI","truth",187,300,"medium","M1.1",0.0996589660644531,FALSE,FALSE
"MR-GGI","truth",188,300,"medium","M2.1",0.0253658294677734,FALSE,FALSE
"MR-GGI","truth",189,300,"medium","M3",0.00566482543945312,FALSE,FALSE
"MR-GGI","truth",190,300,"medium","M4",0.131460905075073,FALSE,FALSE
"MR-GGI","truth",191,670,"medium","M0.1",0.0246059894561768,FALSE,FALSE
"MR-GGI","truth",192,670,"medium","M1.1",0.0650129318237305,FALSE,FALSE
"MR-GGI","truth",193,670,"medium","M2.1",0.0724060535430908,FALSE,FALSE
"MR-GGI","truth",194,670,"medium","M3",0.0668630599975586,FALSE,FALSE
"MR-GGI","truth",195,670,"medium","M4",0.191699981689453,FALSE,FALSE
"MR-GGI","truth",196,1000,"medium","M0.1",0.00367212295532227,FALSE,FALSE
"MR-GGI","truth",197,1000,"medium","M1.1",0.0289859771728516,FALSE,FALSE
"MR-GGI","truth",198,1000,"medium","M2.1",0.0196669101715088,FALSE,FALSE
"MR-GGI","truth",199,1000,"medium","M3",0.00346612930297852,FALSE,FALSE
"MR-GGI","truth",200,1000,"medium","M4",0.0621199607849121,FALSE,FALSE
"MR-GGI","truth",201,50,"large","M0.1",0.014415979385376,FALSE,FALSE
"MR-GGI","truth",202,50,"large","M1.1",0.0445411205291748,FALSE,FALSE
"MR-GGI","truth",203,50,"large","M2.1",0.10978889465332,FALSE,FALSE
"MR-GGI","truth",204,50,"large","M3",0.0992369651794434,FALSE,FALSE
"MR-GGI","truth",205,50,"large","M4",0.219704866409302,FALSE,FALSE
"MR-GGI","truth",206,150,"large","M0.1",0.0053718090057373,FALSE,FALSE
"MR-GGI","truth",207,150,"large","M1.1",0.0550830364227295,FALSE,FALSE
"MR-GGI","truth",208,150,"large","M2.1",0.0554821491241455,FALSE,FALSE
"MR-GGI","truth",209,150,"large","M3",0.194772005081177,FALSE,FALSE
"MR-GGI","truth",210,150,"large","M4",0.173917055130005,FALSE,FALSE
"MR-GGI","truth",211,300,"large","M0.1",0.00381612777709961,FALSE,FALSE
"MR-GGI","truth",212,300,"large","M1.1",0.094113826751709,FALSE,FALSE
"MR-GGI","truth",213,300,"large","M2.1",0.0938959121704102,FALSE,FALSE
"MR-GGI","truth",214,300,"large","M3",0.0854120254516602,FALSE,FALSE
"MR-GGI","truth",215,300,"large","M4",0.11026406288147,FALSE,FALSE
"MR-GGI","truth",216,670,"large","M0.1",0.0871140956878662,FALSE,FALSE
"MR-GGI","truth",217,670,"large","M1.1",0.0335969924926758,FALSE,FALSE
"MR-GGI","truth",218,670,"large","M2.1",0.108246803283691,FALSE,FALSE
"MR-GGI","truth",219,670,"large","M3",0.0602269172668457,FALSE,FALSE
"MR-GGI","truth",220,670,"large","M4",0.185483932495117,FALSE,FALSE
"MR-GGI","truth",221,1000,"large","M0.1",0.0363368988037109,FALSE,FALSE
"MR-GGI","truth",222,1000,"large","M1.1",0.241252899169922,FALSE,FALSE
"MR-GGI","truth",223,1000,"large","M2.1",0.188856840133667,FALSE,FALSE
"MR-GGI","truth",224,1000,"large","M3",0.0948779582977295,FALSE,FALSE
"MR-GGI","truth",225,1000,"large","M4",0.137099981307983,FALSE,FALSE
"MR-GGI","truth",226,50,"small","M0.1",0.152719020843506,FALSE,FALSE
"MR-GGI","truth",227,50,"small","M1.1",0.145297050476074,FALSE,FALSE
"MR-GGI","truth",228,50,"small","M2.1",0.0297291278839111,FALSE,FALSE
"MR-GGI","truth",229,50,"small","M3",0.0768649578094482,FALSE,FALSE
"MR-GGI","truth",230,50,"small","M4",0.112906932830811,FALSE,FALSE
"MR-GGI","truth",231,150,"small","M0.1",0.00611710548400879,FALSE,FALSE
"MR-GGI","truth",232,150,"small","M1.1",0.0183441638946533,FALSE,FALSE
"MR-GGI","truth",233,150,"small","M2.1",0.0452919006347656,FALSE,FALSE
"MR-GGI","truth",234,150,"small","M3",0.0946218967437744,FALSE,FALSE
"MR-GGI","truth",235,150,"small","M4",0.0357868671417236,FALSE,FALSE
"MR-GGI","truth",236,300,"small","M0.1",0.103034019470215,FALSE,FALSE
"MR-GGI","truth",237,300,"small","M1.1",0.052778959274292,FALSE,FALSE
"MR-GGI","truth",238,300,"small","M2.1",0.0817098617553711,FALSE,FALSE
"MR-GGI","truth",239,300,"small","M3",0.00386619567871094,FALSE,FALSE
"MR-GGI","truth",240,300,"small","M4",0.0988380908966064,FALSE,FALSE
"MR-GGI","truth",241,670,"small","M0.1",0.00571799278259277,FALSE,FALSE
"MR-GGI","truth",242,670,"small","M1.1",0.148535966873169,FALSE,FALSE
"MR-GGI","truth",243,670,"small","M2.1",0.143511056900024,FALSE,FALSE
"MR-GGI","truth",244,670,"small","M3",0.00696587562561035,FALSE,FALSE
"MR-GGI","truth",245,670,"small","M4",0.208846092224121,FALSE,FALSE
"MR-GGI","truth",246,1000,"small","M0.1",0.0370171070098877,FALSE,FALSE
"MR-GGI","truth",247,1000,"small","M1.1",0.0425460338592529,FALSE,FALSE
"MR-GGI","truth",248,1000,"small","M2.1",0.162787914276123,FALSE,FALSE
"MR-GGI","truth",249,1000,"small","M3",0.00698089599609375,FALSE,FALSE
"MR-GGI","truth",250,1000,"small","M4",0.259812116622925,FALSE,FALSE
"MR-GGI","truth",251,50,"medium","M0.1",0.228207111358643,FALSE,FALSE
"MR-GGI","truth",252,50,"medium","M1.1",0.16484808921814,FALSE,FALSE
"MR-GGI","truth",253,50,"medium","M2.1",0.0709130764007568,FALSE,FALSE
"MR-GGI","truth",254,50,"medium","M3",0.00405406951904297,FALSE,FALSE
"MR-GGI","truth",255,50,"medium","M4",0.0900919437408447,FALSE,FALSE
"MR-GGI","truth",256,150,"medium","M0.1",0.00656914710998535,FALSE,FALSE
"MR-GGI","truth",257,150,"medium","M1.1",0.0149531364440918,FALSE,FALSE
"MR-GGI","truth",258,150,"medium","M2.1",0.141709089279175,FALSE,FALSE
"MR-GGI","truth",259,150,"medium","M3",0.00514411926269531,FALSE,FALSE
"MR-GGI","truth",260,150,"medium","M4",0.0694708824157715,FALSE,FALSE
"MR-GGI","truth",261,300,"medium","M0.1",0.0027310848236084,FALSE,FALSE
"MR-GGI","truth",262,300,"medium","M1.1",0.045219898223877,FALSE,FALSE
"MR-GGI","truth",263,300,"medium","M2.1",0.085864782333374,FALSE,FALSE
"MR-GGI","truth",264,300,"medium","M3",0.109294891357422,FALSE,FALSE
"MR-GGI","truth",265,300,"medium","M4",0.110296010971069,FALSE,FALSE
"MR-GGI","truth",266,670,"medium","M0.1",0.00687098503112793,FALSE,FALSE
"MR-GGI","truth",267,670,"medium","M1.1",0.192020893096924,FALSE,FALSE
"MR-GGI","truth",268,670,"medium","M2.1",0.0285108089447021,FALSE,FALSE
"MR-GGI","truth",269,670,"medium","M3",0.0595419406890869,FALSE,FALSE
"MR-GGI","truth",270,670,"medium","M4",0.194923877716064,FALSE,FALSE
"MR-GGI","truth",271,1000,"medium","M0.1",0.133999109268188,FALSE,FALSE
"MR-GGI","truth",272,1000,"medium","M1.1",0.119058132171631,FALSE,FALSE
"MR-GGI","truth",273,1000,"medium","M2.1",0.191765069961548,FALSE,FALSE
"MR-GGI","truth",274,1000,"medium","M3",0.049774169921875,FALSE,FALSE
"MR-GGI","truth",275,1000,"medium","M4",0.24195384979248,FALSE,FALSE
"MR-GGI","truth",276,50,"large","M0.1",0.0309319496154785,FALSE,FALSE
"MR-GGI","truth",277,50,"large","M1.1",0.0626029968261719,FALSE,FALSE
"MR-GGI","truth",278,50,"large","M2.1",0.266093015670776,FALSE,FALSE
"MR-GGI","truth",279,50,"large","M3",0.0498690605163574,FALSE,FALSE
"MR-GGI","truth",280,50,"large","M4",0.0411498546600342,FALSE,FALSE
"MR-GGI","truth",281,150,"large","M0.1",0.082427978515625,FALSE,FALSE
"MR-GGI","truth",282,150,"large","M1.1",0.1720290184021,FALSE,FALSE
"MR-GGI","truth",283,150,"large","M2.1",0.0667998790740967,FALSE,FALSE
"MR-GGI","truth",284,150,"large","M3",0.00402617454528809,FALSE,FALSE
"MR-GGI","truth",285,150,"large","M4",0.0122950077056885,FALSE,FALSE
"MR-GGI","truth",286,300,"large","M0.1",0.0434038639068604,FALSE,FALSE
"MR-GGI","truth",287,300,"large","M1.1",0.0605099201202393,FALSE,FALSE
"MR-GGI","truth",288,300,"large","M2.1",0.0350990295410156,FALSE,FALSE
"MR-GGI","truth",289,300,"large","M3",0.0812201499938965,FALSE,FALSE
"MR-GGI","truth",290,300,"large","M4",0.115918874740601,FALSE,FALSE
"MR-GGI","truth",291,670,"large","M0.1",0.00744295120239258,FALSE,FALSE
"MR-GGI","truth",292,670,"large","M1.1",0.149354934692383,FALSE,FALSE
"MR-GGI","truth",293,670,"large","M2.1",0.140559196472168,FALSE,FALSE
"MR-GGI","truth",294,670,"large","M3",0.113027811050415,FALSE,FALSE
"MR-GGI","truth",295,670,"large","M4",0.210069179534912,FALSE,FALSE
"MR-GGI","truth",296,1000,"large","M0.1",0.224555015563965,FALSE,FALSE
"MR-GGI","truth",297,1000,"large","M1.1",0.11935019493103,FALSE,FALSE
"MR-GGI","truth",298,1000,"large","M2.1",0.0816030502319336,FALSE,FALSE
"MR-GGI","truth",299,1000,"large","M3",0.0240480899810791,FALSE,FALSE
"MR-GGI","truth",300,1000,"large","M4",0.0829050540924072,FALSE,FALSE
"MR-GGI","truth",301,50,"small","M0.1",0.182209968566895,FALSE,FALSE
"MR-GGI","truth",302,50,"small","M1.1",0.198129177093506,FALSE,FALSE
"MR-GGI","truth",303,50,"small","M2.1",0.134147882461548,FALSE,FALSE
"MR-GGI","truth",304,50,"small","M3",0.00469088554382324,FALSE,FALSE
